Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text
16-7J,"Wine Bottle With Clear Cubic Zirconia","Sterling silver & cubic zirconia wine bottle with clear cubic zirconia.  Made by Carlo Biagi",Carlo Biagi,Bead,"Food & Drink, Cubic Zirconia,Carlo Biagi",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,16-7J,6,shopify,1,deny,manual,28.8,48,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/16-7J.jpg,"Wine Bottle With Clear Cubic Zirconia"
17-1A,"'Wish'","Sterling silver 'wish'.  Made by Beadles",Beadles,Bead,"Words,Beadles",TRUE,Material,"Sterling Silver",,,,,17-1A,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-1A.jpg,"'Wish'"
17-1B,"'Friend'","Sterling silver 'friend'.  Made by Zamba",Zamba,Bead,"Words,Zamba",TRUE,Material,"Sterling Silver",,,,,17-1B,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-1B.jpg,"'Friend'"
17-1C,"'Girlfriend', Three Sided","Sterling silver 'girlfriend', three sided.  Made by Zable",Zable,Bead,"Words,Zable",TRUE,Material,"Sterling Silver",,,,,17-1C,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-1C.jpg,"'Girlfriend', Three Sided"
17-1D,"'Biker Chick', 'Live To Ride', Motorcycle, Three Sided","Sterling silver 'biker chick', 'live to ride', motorcycle, three sided.  Made by Zable",Zable,Bead,"Words, Transportation,Zable",TRUE,Material,"Sterling Silver",,,,,17-1D,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-1D.jpg,"'Biker Chick', 'Live To Ride', Motorcycle, Three Sided"
17-1E,"'Bead Queen'","Sterling silver 'bead queen'.  Made by Zable",Zable,Bead,"Words,Zable",TRUE,Material,"Sterling Silver",,,,,17-1E,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-1E.jpg,"'Bead Queen'"
17-1F,"'Princess'","Sterling silver 'princess'.  Made by Zable",Zable,Bead,"Words,Zable",TRUE,Material,"Sterling Silver",,,,,17-1F,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-1F.jpg,"'Princess'"
17-1G,"'Class Of 2011'","Sterling silver 'class of 2011'.  Made by Zable",Zable,Bead,"Words,Zable",TRUE,Material,"Sterling Silver",,,,,17-1G,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-1G.jpg,"'Class Of 2011'"
17-1H,"'Best Friend'","Sterling silver 'best friend'.  Made by Zable",Zable,Bead,"Words,Zable",TRUE,Material,"Sterling Silver",,,,,17-1H,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-1H.jpg,"'Best Friend'"
17-1I,"'Live, Love, Laugh'","Sterling silver 'live, love, laugh'.  Made by Zable",Zable,Bead,"Words,Zable",TRUE,Material,"Sterling Silver",,,,,17-1I,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-1I.jpg,"'Live, Love, Laugh'"
17-1J,"'Joy' With Opal","Sterling silver 'joy' with opal.  Made by Israelilink",Israelilink,Bead,"Words,Israelilink",TRUE,Material,"Sterling Silver",,,,,17-1J,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-1J.jpg,"'Joy' With Opal"
17-2A,"Nurse's Hat","Sterling silver nurse's hat.  Made by Carlo Biagi",Carlo Biagi,Bead,"Careers,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,17-2A,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-2A.jpg,"Nurse's Hat"
17-2B,"Nurse's Hat, 'Nurse Halia'","Sterling silver nurse's hat, 'nurse halia'.  Made by Halia",Halia,Bead,"Careers,Halia",TRUE,Material,"Sterling Silver",,,,,17-2B,6,shopify,4,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-2B.jpg,"Nurse's Hat, 'Nurse Halia'"
17-2C,"Nurse's Hat, Three Sided","Sterling silver nurse's hat, three sided.  Made by Zable",Zable,Bead,"Careers,Zable",TRUE,Material,"Sterling Silver",,,,,17-2C,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-2C.jpg,"Nurse's Hat, Three Sided"
17-2D,"Doctor's Bag, 'Dr. Halia'","Sterling silver doctor's bag, 'dr. halia'.  Made by Halia",Halia,Bead,"Careers,Halia",TRUE,Material,"Sterling Silver",,,,,17-2D,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-2D.jpg,"Doctor's Bag, 'Dr. Halia'"
17-2E,"Caducues Medical Symbol","Sterling silver caducues medical symbol.  Made by Carlo Biagi",Carlo Biagi,Bead,"Careers,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,17-2E,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-2E.jpg,"Caducues Medical Symbol"
17-2F,"Medical Cross With Caducues Medical Symbol","Sterling silver medical cross with caducues medical symbol.  Made by Zable",Zable,Bead,"Careers,Zable",TRUE,Material,"Sterling Silver",,,,,17-2F,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-2F.jpg,"Medical Cross With Caducues Medical Symbol"
17-2G,"'Medic Alert' Symbol","Sterling silver 'medic alert' symbol.  Made by Halia",Halia,Bead,"Careers,Halia",TRUE,Material,"Sterling Silver",,,,,17-2G,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-2G.jpg,"'Medic Alert' Symbol"
17-2H,"Caducues Medical Symbol, 'Medicine'","Sterling silver caducues medical symbol, 'medicine'.  Made by Halia",Halia,Bead,"Careers,Halia",TRUE,Material,"Sterling Silver",,,,,17-2H,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-2H.jpg,"Caducues Medical Symbol, 'Medicine'"
17-2I,"Syringe Dangle","Sterling silver syringe dangle.  Made by Reflections",Reflections,Bead,"Careers,Reflections",TRUE,Material,"Sterling Silver",,,,,17-2I,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-2I.jpg,"Syringe Dangle"
17-2J,"'Graduation Hat'","Sterling silver 'graduation hat'.  Made by Chamilia",Chamilia,Bead,"Careers,Chamilia",TRUE,Material,"Sterling Silver",,,,,17-2J,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-2J.jpg,"'Graduation Hat'"
17-3A,"Realty 'Sold' Sign With Red Enamel","Sterling silver realty 'sold' sign with red enamel.  Made by Zable",Zable,Bead,"Careers,Zable",TRUE,Material,"Sterling Silver",,,,,17-3A,6,shopify,1,deny,manual,25.8,43,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-3A.jpg,"Realty 'Sold' Sign With Red Enamel"
17-3B,"Tube Of Hair Dye, 'Color 925'","Sterling silver tube of hair dye, 'color 925'.  Made by Halia",Halia,Bead,"Careers,Halia",TRUE,Material,"Sterling Silver",,,,,17-3B,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-3B.jpg,"Tube Of Hair Dye, 'Color 925'"
17-3C,"Conair Hair Dryer","Sterling silver conair hair dryer.  Made by Zable",Zable,Bead,"Careers,Zable",TRUE,Material,"Sterling Silver",,,,,17-3C,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-3C.jpg,"Conair Hair Dryer"
17-3D,"'Hair Dryer'","Sterling silver 'hair dryer'.  Made by Halia",Halia,Bead,"Careers,Halia",TRUE,Material,"Sterling Silver",,,,,17-3D,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-3D.jpg,"'Hair Dryer'"
17-3E,"Hair Dryer, 'Hair Sylist'","Sterling silver hair dryer, 'hair sylist'.  Made by Chamilia",Chamilia,Bead,"Careers,Chamilia",TRUE,Material,"Sterling Silver",,,,,17-3E,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-3E.jpg,"Hair Dryer, 'Hair Sylist'"
17-3F,"'Army Wife'","Sterling silver 'army wife'.  Made by Zable",Zable,Bead,"Careers,Zable",TRUE,Material,"Sterling Silver",,,,,17-3F,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-3F.jpg,"'Army Wife'"
17-3G,"'Navy'","Sterling silver 'navy'.  Made by Carlo Biagi",Carlo Biagi,Bead,"Careers,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,17-3G,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-3G.jpg,"'Navy'"
17-3H,"Fireman's Hat","Sterling silver fireman's hat.  Made by Chamilia",Chamilia,Bead,"Careers,Chamilia",TRUE,Material,"Sterling Silver",,,,,17-3H,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-3H.jpg,"Fireman's Hat"
17-3I,"Fire Hydrant","Sterling silver fire hydrant.  Made by Zable",Zable,Bead,"Careers,Zable",TRUE,Material,"Sterling Silver",,,,,17-3I,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-3I.jpg,"Fire Hydrant"
17-3J,"'Fire Dept' Symbol","Sterling silver 'fire dept' symbol.  Made by Zable",Zable,Bead,"Careers,Zable",TRUE,Material,"Sterling Silver",,,,,17-3J,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-3J.jpg,"'Fire Dept' Symbol"
17-4A,"Justice Scales, Three Sided, Libra Scale","Sterling silver justice scales, three sided, libra scale.  Made by Zable",Zable,Bead,"Careers,Zable",TRUE,Material,"Sterling Silver",,,,,17-4A,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-4A.jpg,"Justice Scales, Three Sided, Libra Scale"
17-4B,"Police Badge, 'Serve & Protect'","Sterling silver police badge, 'serve & protect'.  Made by Chamilia",Chamilia,Bead,"Careers,Chamilia",TRUE,Material,"Sterling Silver",,,,,17-4B,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-4B.jpg,"Police Badge, 'Serve & Protect'"
17-4C,"'Police Cap'","Sterling silver 'police cap'.  Made by Ohm",Ohm,Bead,"Careers,Ohm",TRUE,Material,"Sterling Silver",,,,,17-4C,6,shopify,2,deny,manual,35,35,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-4C.jpg,"'Police Cap'"
17-4D,"Oil Derrick, 'Oil's Well'","Sterling silver oil derrick, 'oil's well'.  Made by Halia",Halia,Bead,"Careers,Halia",TRUE,Material,"Sterling Silver",,,,,17-4D,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-4D.jpg,"Oil Derrick, 'Oil's Well'"
17-4E,"'Awarenes Ribbon'","Sterling silver 'awarenes ribbon'.  Made by Novo",Novo,Bead,"Awareness,Novo",TRUE,Material,"Sterling Silver",,,,,17-4E,6,shopify,1,deny,manual,13.8,23,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-4E.jpg,"'Awarenes Ribbon'"
17-4F,"'Be The Match, Life Circle' Bone Marrow Doner","Sterling silver 'be the match, life circle' bone marrow doner.  Made by Chamilia",Chamilia,Bead,"Awareness,Chamilia",TRUE,Material,"Sterling Silver",,,,,17-4F,6,shopify,2,deny,manual,25.8,43,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-4F.jpg,"'Be The Match, Life Circle' Bone Marrow Doner"
17-4G,"'Be The Match, Community' Bone Marrow Doner","Sterling silver 'be the match, community' bone marrow doner.  Made by Chamilia",Chamilia,Bead,"Awareness,Chamilia",TRUE,Material,"Sterling Silver",,,,,17-4G,6,shopify,1,deny,manual,25.8,43,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-4G.jpg,"'Be The Match, Community' Bone Marrow Doner"
17-4H,"Music Notes, 'A Song In Your Heart'","Sterling silver music notes, 'a song in your heart'.  Made by Halia",Halia,Bead,"Entertainment,Halia",TRUE,Material,"Sterling Silver",,,,,17-4H,6,shopify,4,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-4H.jpg,"Music Notes, 'A Song In Your Heart'"
17-4I,"'Music' Notes","Sterling silver 'music' notes.  Made by Ohm",Ohm,Bead,"Entertainment,Ohm",TRUE,Material,"Sterling Silver",,,,,17-4I,6,shopify,1,deny,manual,30,30,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-4I.jpg,"'Music' Notes"
17-4J,"Treble Clef","Sterling silver treble clef.  Made by Carlo Biagi",Carlo Biagi,Bead,"Entertainment,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,17-4J,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-4J.jpg,"Treble Clef"
17-5A,"Music Note","Sterling silver music note.  Made by Carlo Biagi",Carlo Biagi,Bead,"Entertainment,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,17-5A,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-5A.jpg,"Music Note"
17-5B,"Music Notes ","Sterling silver music notes .  Made by Carlo Biagi",Carlo Biagi,Bead,"Entertainment,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,17-5B,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-5B.jpg,"Music Notes "
17-5C,"Music Notes, 'Sheet Music'","Sterling silver music notes, 'sheet music'.  Made by Zable",Zable,Bead,"Entertainment,Zable",TRUE,Material,"Sterling Silver",,,,,17-5C,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-5C.jpg,"Music Notes, 'Sheet Music'"
17-5D,"'I Love Tunes' Music, Three Sided","Sterling silver 'i love tunes' music, three sided.  Made by Zable",Zable,Bead,"Entertainment,Zable",TRUE,Material,"Sterling Silver",,,,,17-5D,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-5D.jpg,"'I Love Tunes' Music, Three Sided"
17-5E," 'Music City', Three Sided","Sterling silver  'music city', three sided.  Made by Zable",Zable,Bead,"Entertainment,Zable",TRUE,Material,"Sterling Silver",,,,,17-5E,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-5E.jpg," 'Music City', Three Sided"
17-5F,"'Karaoke Machine'","Sterling silver 'karaoke machine'.  Made by Ohm",Ohm,Bead,"Entertainment,Ohm",TRUE,Material,"Sterling Silver",,,,,17-5F,6,shopify,1,deny,manual,40,40,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-5F.jpg,"'Karaoke Machine'"
17-5G,"Vintage Microphone, 'Loud & Clear'","Sterling silver vintage microphone, 'loud & clear'.  Made by Halia",Halia,Bead,"Entertainment,Halia",TRUE,Material,"Sterling Silver",,,,,17-5G,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-5G.jpg,"Vintage Microphone, 'Loud & Clear'"
17-5H,"Electric Guitar Dangle, 'Halia Rock'","Sterling silver electric guitar dangle, 'halia rock'.  Made by Halia",Halia,Bead,"Entertainment,Halia",TRUE,Material,"Sterling Silver",,,,,17-5H,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-5H.jpg,"Electric Guitar Dangle, 'Halia Rock'"
17-5I,"'Trumpet'","Sterling silver 'trumpet'.  Made by Ohm",Ohm,Bead,"Entertainment,Ohm",TRUE,Material,"Sterling Silver",,,,,17-5I,6,shopify,1,deny,manual,35,35,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-5I.jpg,"'Trumpet'"
17-5J,"'Trumpet'","Sterling silver 'trumpet'.  Made by Halia",Halia,Bead,"Entertainment,Halia",TRUE,Material,"Sterling Silver",,,,,17-5J,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-5J.jpg,"'Trumpet'"
17-6A,"'French Horn'","Sterling silver 'french horn'.  Made by Novo",Novo,Bead,"Entertainment,Novo",TRUE,Material,"Sterling Silver",,,,,17-6A,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-6A.jpg,"'French Horn'"
17-6B,"Saxophone, 'All That Jazz'","Sterling silver saxophone, 'all that jazz'.  Made by Novo",Novo,Bead,"Entertainment,Novo",TRUE,Material,"Sterling Silver",,,,,17-6B,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-6B.jpg,"Saxophone, 'All That Jazz'"
17-6C,"Trumpet","Sterling silver trumpet.  Made by Novo",Novo,Bead,"Entertainment,Novo",TRUE,Material,"Sterling Silver",,,,,17-6C,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-6C.jpg,"Trumpet"
17-6D,"Saxophone ","Sterling silver saxophone .  Made by Carlo Biagi",Carlo Biagi,Bead,"Entertainment,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,17-6D,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-6D.jpg,"Saxophone "
17-6E,"'Saxophone'","Sterling silver 'saxophone'.  Made by Ohm",Ohm,Bead,"Entertainment,Ohm",TRUE,Material,"Sterling Silver",,,,,17-6E,6,shopify,1,deny,manual,35,35,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-6E.jpg,"'Saxophone'"
17-6F,"Bongo Drum","Sterling silver bongo drum.  Made by Carlo Biagi",Carlo Biagi,Bead,"Entertainment,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,17-6F,6,shopify,4,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-6F.jpg,"Bongo Drum"
17-6G,"Snare Drum","Sterling silver snare drum.  Made by Carlo Biagi",Carlo Biagi,Bead,"Entertainment,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,17-6G,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-6G.jpg,"Snare Drum"
17-6H,"'Drum Set'","Sterling silver 'drum set'.  Made by Reflections",Reflections,Bead,"Entertainment,Reflections",TRUE,Material,"Sterling Silver",,,,,17-6H,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-6H.jpg,"'Drum Set'"
17-6I,"'Jukebox'","Sterling silver 'jukebox'.  Made by Reflections",Reflections,Bead,"Entertainment,Reflections",TRUE,Material,"Sterling Silver",,,,,17-6I,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-6I.jpg,"'Jukebox'"
17-6J,"Boombox","Sterling silver boombox.  Made by Chiyopia",Chiyopia,Bead,"Entertainment,Chiyopia",TRUE,Material,"Sterling Silver",,,,,17-6J,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-6J.jpg,"Boombox"
17-7A,"Headphones","Sterling silver headphones.  Made by Chiyopia",Chiyopia,Bead,"Entertainment,Chiyopia",TRUE,Material,"Sterling Silver",,,,,17-7A,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-7A.jpg,"Headphones"
17-7B,"'Movie Camera'","Sterling silver 'movie camera'.  Made by Ohm",Ohm,Bead,"Entertainment,Ohm",TRUE,Material,"Sterling Silver",,,,,17-7B,6,shopify,1,deny,manual,40,40,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-7B.jpg,"'Movie Camera'"
17-7C,"Movie Film","Sterling silver movie film.  Made by Zable",Zable,Bead,"Entertainment,Zable",TRUE,Material,"Sterling Silver",,,,,17-7C,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-7C.jpg,"Movie Film"
17-7D,"'Admit One' Movie Ticket","Sterling silver 'admit one' movie ticket.  Made by Zable",Zable,Bead,"Entertainment,Zable",TRUE,Material,"Sterling Silver",,,,,17-7D,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-7D.jpg,"'Admit One' Movie Ticket"
17-7E,"Popcorn, 'Night At The Movies'","Sterling silver popcorn, 'night at the movies'.  Made by Halia",Halia,Bead,"Entertainment, Food & Drink,Halia",TRUE,Material,"Sterling Silver",,,,,17-7E,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-7E.jpg,"Popcorn, 'Night At The Movies'"
17-7F,"Wedding Bell, Christmas Bell","Sterling silver wedding bell, christmas bell.  Made by Carlo Biagi",Carlo Biagi,Bead,"Seasonal, Christmas,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,17-7F,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-7F.jpg,"Wedding Bell, Christmas Bell"
17-7G,"Sitting Santa","Sterling silver sitting santa.  Made by Carlo Biagi",Carlo Biagi,Bead,"Seasonal, Christmas,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,17-7G,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-7G.jpg,"Sitting Santa"
17-7H,"Reindeer Head","Sterling silver reindeer head.  Made by Carlo Biagi",Carlo Biagi,Bead,"Seasonal, Christmas,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,17-7H,6,shopify,4,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-7H.jpg,"Reindeer Head"
17-7I,"Santa Sleigh","Sterling silver santa sleigh.  Made by Carlo Biagi",Carlo Biagi,Bead,"Seasonal, Christmas,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,17-7I,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-7I.jpg,"Santa Sleigh"
17-7J,"Santa Boots","Sterling silver santa boots.  Made by Moress",Moress,Bead,"Seasonal, Christmas,Moress",TRUE,Material,"Sterling Silver",,,,,17-7J,6,shopify,2,deny,manual,24,40,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/17-7J.jpg,"Santa Boots"
18-1A,"Cupcake With Clear Cubic Zirconia","Sterling silver & cubic zirconia cupcake with clear cubic zirconia.  Made by Carlo Biagi",Carlo Biagi,Bead,"Food & Drink, Cubic Zirconia,Carlo Biagi",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,18-1A,6,shopify,2,deny,manual,28.8,48,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/18-1A.jpg,"Cupcake With Clear Cubic Zirconia"
18-1B,"Pineapple With Green Cubic Zirconia","Sterling silver & cubic zirconia pineapple with green cubic zirconia.  Made by Carlo Biagi",Carlo Biagi,Bead,"Food & Drink, Cubic Zirconia,Carlo Biagi",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,18-1B,6,shopify,3,deny,manual,28.8,48,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/18-1B.jpg,"Pineapple With Green Cubic Zirconia"
18-1C,"Grapes With Purple Cubic Zirconia","Sterling silver & cubic zirconia grapes with purple cubic zirconia.  Made by Carlo Biagi",Carlo Biagi,Bead,"Food & Drink, Cubic Zirconia,Carlo Biagi",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,18-1C,6,shopify,1,deny,manual,34.8,58,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/18-1C.jpg,"Grapes With Purple Cubic Zirconia"
18-1D,"'Picnic Basket'","Sterling silver 'picnic basket'.  Made by Novo",Novo,Bead,"Food & Drink,Novo",TRUE,Material,"Sterling Silver",,,,,18-1D,6,shopify,1,deny,manual,34.8,58,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/18-1D.jpg,"'Picnic Basket'"
18-1E,"Pineapple With Clear And Yellow Cubic Zirconia","Sterling silver & cubic zirconia pineapple with clear and yellow cubic zirconia.  Made by Chamilia",Chamilia,Bead,"Food & Drink, Cubic Zirconia,Chamilia",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,18-1E,6,shopify,1,deny,manual,38.4,64,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/18-1E.jpg,"Pineapple With Clear And Yellow Cubic Zirconia"
18-1F,"Swiss Cheese","Sterling silver swiss cheese.  Made by Carlo Biagi",Carlo Biagi,Bead,"Food & Drink,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,18-1F,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/18-1F.jpg,"Swiss Cheese"
18-1G,"Fruit Basket, 'Farmer's Market'","Sterling silver fruit basket, 'farmer's market'.  Made by Halia",Halia,Bead,"Food & Drink,Halia",TRUE,Material,"Sterling Silver",,,,,18-1G,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/18-1G.jpg,"Fruit Basket, 'Farmer's Market'"
18-1H,"'Picnic Basket'","Sterling silver 'picnic basket'.  Made by Ohm",Ohm,Bead,"Food & Drink,Ohm",TRUE,Material,"Sterling Silver",,,,,18-1H,6,shopify,1,deny,manual,30,30,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/18-1H.jpg,"'Picnic Basket'"
