Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text
11-1H,"Tractor","Sterling silver tractor.  Made by Zable",Zable,Bead,"Transportation,Zable",TRUE,Material,"Sterling Silver",,,,,11-1H,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-1H.jpg,"Tractor"
11-1I,"Pirate Ship","Sterling silver pirate ship.  Made by Carlo Biagi",Carlo Biagi,Bead,"Transportation, Nautical,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,11-1I,6,shopify,4,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-1I.jpg,"Pirate Ship"
11-1J,"Speed Boat","Sterling silver speed boat.  Made by Carlo Biagi",Carlo Biagi,Bead,"Transportation, Nautical,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,11-1J,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-1J.jpg,"Speed Boat"
11-2A,"Sail Boat","Sterling silver sail boat.  Made by Carlo Biagi",Carlo Biagi,Bead,"Transportation, Nautical,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,11-2A,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-2A.jpg,"Sail Boat"
11-2B,"Cruise Ship","Sterling silver cruise ship.  Made by Carlo Biagi",Carlo Biagi,Bead,"Transportation, Nautical,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,11-2B,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-2B.jpg,"Cruise Ship"
11-2C,"Cruise Ship, 'Ocean Cruisin' '","Sterling silver cruise ship, 'ocean cruisin' '.  Made by Halia",Halia,Bead,"Transportation, Nautical,Halia",TRUE,Material,"Sterling Silver",,,,,11-2C,6,shopify,4,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-2C.jpg,"Cruise Ship, 'Ocean Cruisin' '"
11-2D,"'Sailboat'","Sterling silver 'sailboat'.  Made by Halia",Halia,Bead,"Transportation, Nautical,Halia",TRUE,Material,"Sterling Silver",,,,,11-2D,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-2D.jpg,"'Sailboat'"
11-2E,"Speed Boat, 'Gabrielle's Yacht'","Sterling silver speed boat, 'gabrielle's yacht'.  Made by Halia",Halia,Bead,"Transportation, Nautical,Halia",TRUE,Material,"Sterling Silver",,,,,11-2E,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-2E.jpg,"Speed Boat, 'Gabrielle's Yacht'"
11-2F,"'Pirate Ship'","Sterling silver 'pirate ship'.  Made by Ohm",Ohm,Bead,"Transportation, Nautical,Ohm",TRUE,Material,"Sterling Silver",,,,,11-2F,6,shopify,2,deny,manual,35,35,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-2F.jpg,"'Pirate Ship'"
11-2G,"Pirate Ship","Sterling silver pirate ship.  Made by Zable",Zable,Bead,"Transportation, Nautical,Zable",TRUE,Material,"Sterling Silver",,,,,11-2G,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-2G.jpg,"Pirate Ship"
11-2H,"Ferry Boat","Sterling silver ferry boat.  Made by Zable",Zable,Bead,"Transportation, Nautical,Zable",TRUE,Material,"Sterling Silver",,,,,11-2H,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-2H.jpg,"Ferry Boat"
11-2I,"Cruise Ship","Sterling silver cruise ship.  Made by Chamilia",Chamilia,Bead,"Transportation, Nautical,Chamilia",TRUE,Material,"Sterling Silver",,,,,11-2I,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-2I.jpg,"Cruise Ship"
11-2J,"Helicopter","Sterling silver helicopter.  Made by Carlo Biagi",Carlo Biagi,Bead,"Transportation,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,11-2J,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-2J.jpg,"Helicopter"
11-3A,"Hot Air Balloon","Sterling silver hot air balloon.  Made by Carlo Biagi",Carlo Biagi,Bead,"Transportation,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,11-3A,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-3A.jpg,"Hot Air Balloon"
11-3B,"Plane","Sterling silver plane.  Made by Carlo Biagi",Carlo Biagi,Bead,"Transportation,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,11-3B,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-3B.jpg,"Plane"
11-3C,"'Blimp'","Sterling silver 'blimp'.  Made by Ohm",Ohm,Bead,"Transportation,Ohm",TRUE,Material,"Sterling Silver",,,,,11-3C,6,shopify,2,deny,manual,30,30,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-3C.jpg,"'Blimp'"
11-3D,"Train","Sterling silver train.  Made by Carlo Biagi",Carlo Biagi,Bead,"Transportation,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,11-3D,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-3D.jpg,"Train"
11-3E,"Fire Truck","Sterling silver fire truck.  Made by Carlo Biagi",Carlo Biagi,Bead,"Transportation,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,11-3E,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-3E.jpg,"Fire Truck"
11-3F,"Toy Train","Sterling silver toy train.  Made by Chamilia",Chamilia,Bead,"Transportation,Chamilia",TRUE,Material,"Sterling Silver",,,,,11-3F,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-3F.jpg,"Toy Train"
11-3G,"'Fire Truck'","Sterling silver 'fire truck'.  Made by Ohm",Ohm,Bead,"Transportation,Ohm",TRUE,Material,"Sterling Silver",,,,,11-3G,6,shopify,1,deny,manual,40,40,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-3G.jpg,"'Fire Truck'"
11-3H,"'Trolley'","Sterling silver 'trolley'.  Made by Ohm",Ohm,Bead,"Transportation,Ohm",TRUE,Material,"Sterling Silver",,,,,11-3H,6,shopify,1,deny,manual,35,35,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-3H.jpg,"'Trolley'"
11-3I,"'Princess Carriage'","Sterling silver 'princess carriage'.  Made by Halia",Halia,Bead,"Transportation,Halia",TRUE,Material,"Sterling Silver",,,,,11-3I,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-3I.jpg,"'Princess Carriage'"
11-3J,"'Euro' Symbol","Sterling silver 'euro' symbol.  Made by Halia",Halia,Bead,"Travel,Halia",TRUE,Material,"Sterling Silver",,,,,11-3J,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-3J.jpg,"'Euro' Symbol"
11-4A,"'Eiffel Tower'","Sterling silver 'eiffel tower'.  Made by Halia",Halia,Bead,"Travel,Halia",TRUE,Material,"Sterling Silver",,,,,11-4A,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-4A.jpg,"'Eiffel Tower'"
11-4B,"'Medieval Castle'","Sterling silver 'medieval castle'.  Made by Halia",Halia,Bead,"Travel,Halia",TRUE,Material,"Sterling Silver",,,,,11-4B,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-4B.jpg,"'Medieval Castle'"
11-4C,"'Taj Mahal'","Sterling silver 'taj mahal'.  Made by Halia",Halia,Bead,"Travel,Halia",TRUE,Material,"Sterling Silver",,,,,11-4C,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-4C.jpg,"'Taj Mahal'"
11-4D,"'St. Basil's Cathedral'","Sterling silver 'st. basil's cathedral'.  Made by Halia",Halia,Bead,"Travel,Halia",TRUE,Material,"Sterling Silver",,,,,11-4D,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-4D.jpg,"'St. Basil's Cathedral'"
11-4E,"'British Parliament'","Sterling silver 'british parliament'.  Made by Halia",Halia,Bead,"Travel,Halia",TRUE,Material,"Sterling Silver",,,,,11-4E,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-4E.jpg,"'British Parliament'"
11-4F,"'Coliseum In Rome'","Sterling silver 'coliseum in rome'.  Made by Halia",Halia,Bead,"Travel,Halia",TRUE,Material,"Sterling Silver",,,,,11-4F,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-4F.jpg,"'Coliseum In Rome'"
11-4G,"'Deutsche Demokratische Republik', Ddr","Sterling silver 'deutsche demokratische republik', ddr.  Made by Halia",Halia,Bead,"Travel,Halia",TRUE,Material,"Sterling Silver",,,,,11-4G,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-4G.jpg,"'Deutsche Demokratische Republik', Ddr"
11-4H,"Fleur De Lis, 'Dynastic Destiny'","Sterling silver fleur de lis, 'dynastic destiny'.  Made by Halia",Halia,Bead,"Travel,Halia",TRUE,Material,"Sterling Silver",,,,,11-4H,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-4H.jpg,"Fleur De Lis, 'Dynastic Destiny'"
11-4I,"Globe, 'Halia's World'","Sterling silver globe, 'halia's world'.  Made by Halia",Halia,Bead,"Travel,Halia",TRUE,Material,"Sterling Silver",,,,,11-4I,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-4I.jpg,"Globe, 'Halia's World'"
11-4J,"'Brandenburg Gate'","Sterling silver 'brandenburg gate'.  Made by Halia",Halia,Bead,"Travel,Halia",TRUE,Material,"Sterling Silver",,,,,11-4J,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-4J.jpg,"'Brandenburg Gate'"
11-5A,"'Mount Rushmore'","Sterling silver 'mount rushmore'.  Made by Halia",Halia,Bead,"Travel,Halia",TRUE,Material,"Sterling Silver",,,,,11-5A,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-5A.jpg,"'Mount Rushmore'"
11-5B,"'Route 66'","Sterling silver 'route 66'.  Made by Halia",Halia,Bead,"Travel,Halia",TRUE,Material,"Sterling Silver",,,,,11-5B,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-5B.jpg,"'Route 66'"
11-5C,"'Las Vegas'","Sterling silver 'las vegas'.  Made by Halia",Halia,Bead,"Travel,Halia",TRUE,Material,"Sterling Silver",,,,,11-5C,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-5C.jpg,"'Las Vegas'"
11-5D,"Suitcase","Sterling silver suitcase.  Made by Chamilia",Chamilia,Bead,"Travel,Chamilia",TRUE,Material,"Sterling Silver",,,,,11-5D,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-5D.jpg,"Suitcase"
11-5E,"Telephone Booth","Sterling silver telephone booth.  Made by Carlo Biagi",Carlo Biagi,Bead,"Travel,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,11-5E,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-5E.jpg,"Telephone Booth"
11-5F,"Three Sided - 1- As Pictured, 2- 'Cape Cod', 3- Shape Of The Cape","Sterling silver three sided - 1- as pictured, 2- 'cape cod', 3- shape of the cape.  Made by Zable",Zable,Bead,"Travel,Zable",TRUE,Material,"Sterling Silver",,,,,11-5F,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-5F.jpg,"Three Sided - 1- As Pictured, 2- 'Cape Cod', 3- Shape Of The Cape"
11-5G,"Three Sided - All As Pictured, 'Music City'","Sterling silver three sided - all as pictured, 'music city'.  Made by Zable",Zable,Bead,"Travel,Zable",TRUE,Material,"Sterling Silver",,,,,11-5G,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-5G.jpg,"Three Sided - All As Pictured, 'Music City'"
11-5H,"Egyptian Hieroglyphics","Sterling silver egyptian hieroglyphics.  Made by Zable",Zable,Bead,"Travel,Zable",TRUE,Material,"Sterling Silver",,,,,11-5H,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-5H.jpg,"Egyptian Hieroglyphics"
11-5I,"Chinese Coin","Sterling silver chinese coin.  Made by Zable",Zable,Bead,"Travel,Zable",TRUE,Material,"Sterling Silver",,,,,11-5I,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-5I.jpg,"Chinese Coin"
11-5J,"Windmill","Sterling silver windmill.  Made by Carlo Biagi",Carlo Biagi,Bead,"Travel,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,11-5J,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-5J.jpg,"Windmill"
11-6A,"'Mermaid'","Sterling silver 'mermaid'.  Made by Ohm",Ohm,Bead,"Sea, Fantasy,Ohm",TRUE,Material,"Sterling Silver",,,,,11-6A,6,shopify,1,deny,manual,30,30,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-6A.jpg,"'Mermaid'"
11-6B,"'Starfish'","Sterling silver 'starfish'.  Made by Ohm",Ohm,Bead,"Nature, Sea,Ohm",TRUE,Material,"Sterling Silver",,,,,11-6B,6,shopify,1,deny,manual,30,30,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-6B.jpg,"'Starfish'"
11-6C,"Treasure Chest","Sterling silver treasure chest.  Made by Carlo Biagi",Carlo Biagi,Bead,"Sea ,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,11-6C,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-6C.jpg,"Treasure Chest"
11-6D,"'Treasure Chest'","Sterling silver 'treasure chest'.  Made by Halia",Halia,Bead,"Sea,Halia",TRUE,Material,"Sterling Silver",,,,,11-6D,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-6D.jpg,"'Treasure Chest'"
11-6E,"'Flipflops On The Beach'","Sterling silver 'flipflops on the beach'.  Made by Ohm",Ohm,Bead,"Beach,Ohm",TRUE,Material,"Sterling Silver",,,,,11-6E,6,shopify,3,deny,manual,40,40,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-6E.jpg,"'Flipflops On The Beach'"
11-6F,"Sand Pail And Shovel","Sterling silver sand pail and shovel.  Made by Chamilia",Chamilia,Bead,"Beach,Chamilia",TRUE,Material,"Sterling Silver",,,,,11-6F,6,shopify,4,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-6F.jpg,"Sand Pail And Shovel"
11-6G,"Sand Pail And Shovel","Sterling silver sand pail and shovel.  Made by Zable",Zable,Bead,"Beach,Zable",TRUE,Material,"Sterling Silver",,,,,11-6G,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-6G.jpg,"Sand Pail And Shovel"
11-6H,"Sand Pail And Shovel, 'Sand Bucket'","Sterling silver sand pail and shovel, 'sand bucket'.  Made by Halia",Halia,Bead,"Beach,Halia",TRUE,Material,"Sterling Silver",,,,,11-6H,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-6H.jpg,"Sand Pail And Shovel, 'Sand Bucket'"
11-6I,"Sand Castle","Sterling silver sand castle.  Made by Carlo Biagi",Carlo Biagi,Bead,"Beach,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,11-6I,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-6I.jpg,"Sand Castle"
11-6J,"'Sand Castle'","Sterling silver 'sand castle'.  Made by Halia",Halia,Bead,"Beach,Halia",TRUE,Material,"Sterling Silver",,,,,11-6J,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-6J.jpg,"'Sand Castle'"
11-7A,"Sand Castle","Sterling silver sand castle.  Made by Amore & Baci",Amore & Baci,Bead,"Beach,Amore & Baci",TRUE,Material,"Sterling Silver",,,,,11-7A,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-7A.jpg,"Sand Castle"
11-7B,"'Palm Tree'","Sterling silver 'palm tree'.  Made by Halia",Halia,Bead,"Nature, Beach,Halia",TRUE,Material,"Sterling Silver",,,,,11-7B,6,shopify,5,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-7B.jpg,"'Palm Tree'"
11-7C,"Palm Tree","Sterling silver palm tree.  Made by Carlo Biagi",Carlo Biagi,Bead,"Nature, Beach,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,11-7C,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-7C.jpg,"Palm Tree"
11-7D,"'Sunglasses'","Sterling silver 'sunglasses'.  Made by Halia",Halia,Bead,"Beach,Halia",TRUE,Material,"Sterling Silver",,,,,11-7D,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-7D.jpg,"'Sunglasses'"
11-7E,"'Sunscreen'","Sterling silver 'sunscreen'.  Made by Halia",Halia,Bead,"Beach,Halia",TRUE,Material,"Sterling Silver",,,,,11-7E,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-7E.jpg,"'Sunscreen'"
11-7F,"Lighthouse","Sterling silver lighthouse.  Made by Novo",Novo,Bead,"Travel, Nautical,Novo",TRUE,Material,"Sterling Silver",,,,,11-7F,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-7F.jpg,"Lighthouse"
11-7G,"Anchor, 'Safe Haven'","Sterling silver anchor, 'safe haven'.  Made by Novo",Novo,Bead,"Nautical,Novo",TRUE,Material,"Sterling Silver",,,,,11-7G,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-7G.jpg,"Anchor, 'Safe Haven'"
11-7H,"Ship's Helm ","Sterling silver ship's helm .  Made by Carlo Biagi",Carlo Biagi,Bead,"Nautical,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,11-7H,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-7H.jpg,"Ship's Helm "
11-7I,"Life Preserver","Sterling silver life preserver.  Made by Carlo Biagi",Carlo Biagi,Bead,"Nautical,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,11-7I,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-7I.jpg,"Life Preserver"
11-7J,"Anchor And Life Preserver, With Red Enamel","Sterling silver & enamel anchor and life preserver, with red enamel.  Made by Chamilia",Chamilia,Bead,"Nautical,Chamilia",TRUE,Material,"Sterling Silver & Enamel",,,,,11-7J,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/11-7J.jpg,"Anchor And Life Preserver, With Red Enamel"
12-1A,"Beach Chair And Umbrella With Multicolors Of Enamel","Sterling silver & enamel beach chair and umbrella with multicolors of enamel.  Made by Chamilia",Chamilia,Bead,"Beach,Chamilia",TRUE,Material,"Sterling Silver & Enamel",,,,,12-1A,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/12-1A.jpg,"Beach Chair And Umbrella With Multicolors Of Enamel"
12-1B,"Ship's Helm, 'Helm'","Sterling silver ship's helm, 'helm'.  Made by Novo",Novo,Bead,"Nautical,Novo",TRUE,Material,"Sterling Silver",,,,,12-1B,6,shopify,1,deny,manual,26.4,44,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/12-1B.jpg,"Ship's Helm, 'Helm'"
12-1C,"Niagra Falls","Sterling silver niagra falls.  Made by Landmark",Landmark,Bead,"Travel,Landmark",TRUE,Material,"Sterling Silver",,,,,12-1C,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/12-1C.jpg,"Niagra Falls"
12-1D,"Le Chateau Frontenac","Sterling silver le chateau frontenac.  Made by Landmark",Landmark,Bead,"Travel,Landmark",TRUE,Material,"Sterling Silver",,,,,12-1D,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/12-1D.jpg,"Le Chateau Frontenac"
12-1E,"Canadian Flag","Sterling silver canadian flag.  Made by Carlo Biagi",Carlo Biagi,Bead,"Travel,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,12-1E,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/12-1E.jpg,"Canadian Flag"
12-1F,"Alaskan Totem Pole","Sterling silver alaskan totem pole.  Made by Landmark",Landmark,Bead,"Travel,Landmark",TRUE,Material,"Sterling Silver",,,,,12-1F,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/12-1F.jpg,"Alaskan Totem Pole"
12-1G,"San Francisco Cable Car","Sterling silver san francisco cable car.  Made by Landmark",Landmark,Bead,"Travel,Landmark",TRUE,Material,"Sterling Silver",,,,,12-1G,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/12-1G.jpg,"San Francisco Cable Car"
12-1H,"Alaska State Flag With Enamel","Sterling silver & enamel alaska state flag with enamel.  Made by Zable",Zable,Bead,"Travel, Enamel,Zable",TRUE,Material,"Sterling Silver & Enamel",,,,,12-1H,6,shopify,2,deny,manual,25.8,43,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/12-1H.jpg,"Alaska State Flag With Enamel"
12-1I,"Texas State Flag With Enamel","Sterling silver & enamel texas state flag with enamel.  Made by Zable",Zable,Bead,"Travel, Enamel,Zable",TRUE,Material,"Sterling Silver & Enamel",,,,,12-1I,6,shopify,1,deny,manual,25.8,43,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/12-1I.jpg,"Texas State Flag With Enamel"
12-1J,"U.S. Flag With Enamel","Sterling silver & enamel u.s. flag with enamel.  Made by Carlo Biagi",Carlo Biagi,Bead,"Travel, Enamel,Carlo Biagi",TRUE,Material,"Sterling Silver & Enamel",,,,,12-1J,6,shopify,1,deny,manual,25.8,43,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/12-1J.jpg,"U.S. Flag With Enamel"
12-2A,"Yellowstone National Park Sign","Sterling silver yellowstone national park sign.  Made by Landmark",Landmark,Bead,"Travel,Landmark",TRUE,Material,"Sterling Silver",,,,,12-2A,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/12-2A.jpg,"Yellowstone National Park Sign"
12-2B,"Boston Faneuil Hall","Sterling silver boston faneuil hall.  Made by Landmark",Landmark,Bead,"Travel,Landmark",TRUE,Material,"Sterling Silver",,,,,12-2B,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/12-2B.jpg,"Boston Faneuil Hall"
12-2C,"Statue Of Liberty","Sterling silver statue of liberty.  Made by Halia",Halia,Bead,"Travel,Halia",TRUE,Material,"Sterling Silver",,,,,12-2C,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/12-2C.jpg,"Statue Of Liberty"
12-2D,"Space Shuttle On Launch Pad","Sterling silver space shuttle on launch pad.  Made by Landmark",Landmark,Bead,"Travel,Landmark",TRUE,Material,"Sterling Silver",,,,,12-2D,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/12-2D.jpg,"Space Shuttle On Launch Pad"
12-2E,"White House","Sterling silver white house.  Made by Landmark",Landmark,Bead,"Travel,Landmark",TRUE,Material,"Sterling Silver",,,,,12-2E,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/12-2E.jpg,"White House"
12-2F,"Chicago's Sears Tower","Sterling silver chicago's sears tower.  Made by Landmark",Landmark,Bead,"Travel,Landmark",TRUE,Material,"Sterling Silver",,,,,12-2F,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/12-2F.jpg,"Chicago's Sears Tower"
12-2G,"St. Louis Arch","Sterling silver st. louis arch.  Made by Landmark",Landmark,Bead,"Travel,Landmark",TRUE,Material,"Sterling Silver",,,,,12-2G,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/12-2G.jpg,"St. Louis Arch"
12-2H,"Las Vegas Sign","Sterling silver las vegas sign.  Made by Zable",Zable,Bead,"Travel,Zable",TRUE,Material,"Sterling Silver",,,,,12-2H,6,shopify,4,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/12-2H.jpg,"Las Vegas Sign"
12-2I,"'Welcome To Las Vegas' Sign","Sterling silver 'welcome to las vegas' sign.  Made by Landmark",Landmark,Bead,"Travel,Landmark",TRUE,Material,"Sterling Silver",,,,,12-2I,6,shopify,2,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/12-2I.jpg,"'Welcome To Las Vegas' Sign"
